member_id,topic_name,classification,MBR_NAME_2025,party_2025,yes_votes_2025,no_votes_2025,directional_topic_votes_2025,yes_pct_2025,no_pct_2025,voting_tendency_2025,MBR_NAME_2026,party_2026,yes_votes_2026,no_votes_2026,directional_topic_votes_2026,yes_pct_2026,no_pct_2026,voting_tendency_2026,topic_status,MBR_NAME,party,yes_pct_change,comparable_tendency,voting_tendency_changed,data_availability_changed
H0390,Evidence,Official LIS subject,,,,,,,,,Mitchell Cornett,R,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Mitchell Cornett,R,,False,False,False
H0336,Evidence,Official LIS subject,,,,,,,,,Nadarius E. Clark,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Nadarius E. Clark,D,,False,False,False
H0389,Evidence,Official LIS subject,,,,,,,,,Nicole Cole,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Nicole Cole,D,,False,False,False
H0219,Evidence,Official LIS subject,,,,,,,,,Patrick A. Hope,D,4.0,0.0,4.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Patrick A. Hope,D,,False,False,False
H0281,Evidence,Official LIS subject,,,,,,,,,Paul E. Krizek,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Paul E. Krizek,D,,False,False,False
H0366,Evidence,Official LIS subject,,,,,,,,,Phil M. Hernandez,D,4.0,0.0,4.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Phil M. Hernandez,D,,False,False,False
H0124,Evidence,Official LIS subject,,,,,,,,,R. Lee Ware,R,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,R. Lee Ware,R,,False,False,False
H0356,Evidence,Official LIS subject,,,,,,,,,Rae Cousins,D,4.0,0.0,4.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Rae Cousins,D,,False,False,False
H0269,Evidence,Official LIS subject,,,,,,,,,"Richard C. ""Rip"" Sullivan, Jr.",D,4.0,0.0,4.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Richard C. ""Rip"" Sullivan, Jr.",D,,False,False,False
H0267,Evidence,Official LIS subject,,,,,,,,,"Robert S. Bloxom, Jr.",R,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Robert S. Bloxom, Jr.",R,,False,False,False
H0327,Evidence,Official LIS subject,,,,,,,,,Rodney T. Willett,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Rodney T. Willett,D,,False,False,False
H0365,Evidence,Official LIS subject,,,,,,,,,"Rozia A. Henson, Jr.",D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Rozia A. Henson, Jr.",D,,False,False,False
H0266,Evidence,Official LIS subject,,,,,,,,,Sam Rasoul,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Sam Rasoul,D,,False,False,False
H0328,Evidence,Official LIS subject,,,,,,,,,Scott A. Wyatt,R,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Scott A. Wyatt,R,,False,False,False
H0323,Evidence,Official LIS subject,,,,,,,,,Shelly A. Simonds,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Shelly A. Simonds,D,,False,False,False
H0388,Evidence,Official LIS subject,,,,,,,,,Stacey Annie Carroll,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Stacey Annie Carroll,D,,False,False,False
H0056,Evidence,Official LIS subject,,,,,,,,,Terry G. Kilgore,R,4.0,0.0,4.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Terry G. Kilgore,R,,False,False,False
H0253,Evidence,Official LIS subject,,,,,,,,,Terry L. Austin,R,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Terry L. Austin,R,,False,False,False
H0136,Evidence,Official LIS subject,,,,,,,,,"Thomas C. Wright, Jr.",R,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Thomas C. Wright, Jr.",R,,False,False,False
H0231,Evidence,Official LIS subject,,,,,,,,,Tony O. Wilt,R,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Tony O. Wilt,R,,False,False,False
H0400,Evidence,Official LIS subject,,,,,,,,,Virgil Thornton,D,4.0,0.0,4.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Virgil Thornton,D,,False,False,False
H0108,Evidence,Official LIS subject,,,,,,,,,Vivian E. Watts,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Vivian E. Watts,D,,False,False,False
H0325,Evidence,Official LIS subject,,,,,,,,,Wendell S. Walker,R,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Wendell S. Walker,R,,False,False,False
H0357,Evidence,Official LIS subject,,,,,,,,,Will Davis,R,4.0,0.0,4.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Will Davis,R,,False,False,False
H0348,Evidence,Official LIS subject,,,,,,,,,Wren M. Williams,R,3.0,1.0,4.0,75.0,25.0,INSUFFICIENT DATA,2026 only,Wren M. Williams,R,,False,False,False
H0321,Evidence,Official LIS subject,,,,,,,,,Chris S. Runion,R,2.0,1.0,3.0,66.66666666666666,33.33333333333333,INSUFFICIENT DATA,2026 only,Chris S. Runion,R,,False,False,False
H0383,Evidence,Official LIS subject,,,,,,,,,Eric R. Zehr,R,2.0,1.0,3.0,66.66666666666666,33.33333333333333,INSUFFICIENT DATA,2026 only,Eric R. Zehr,R,,False,False,False
H0242,Evidence,Official LIS subject,,,,,,,,,Israel D. O'Quinn,R,2.0,1.0,3.0,66.66666666666666,33.33333333333333,INSUFFICIENT DATA,2026 only,Israel D. O'Quinn,R,,False,False,False
H0238,Evidence,Official LIS subject,,,,,,,,,M. Keith Hodges,R,2.0,1.0,3.0,66.66666666666666,33.33333333333333,INSUFFICIENT DATA,2026 only,M. Keith Hodges,R,,False,False,False
H0342,Evidence,Official LIS subject,,,,,,,,,Phillip A. Scott,R,2.0,1.0,3.0,66.66666666666666,33.33333333333333,INSUFFICIENT DATA,2026 only,Phillip A. Scott,R,,False,False,False
H0362,Evidence,Official LIS subject,,,,,,,,,"Thomas A. Garrett, Jr.",R,2.0,1.0,3.0,66.66666666666666,33.33333333333333,INSUFFICIENT DATA,2026 only,"Thomas A. Garrett, Jr.",R,,False,False,False
H0364,Evidence,Official LIS subject,,,,,,,,,Timothy P. Griffin,R,2.0,1.0,3.0,66.66666666666666,33.33333333333333,INSUFFICIENT DATA,2026 only,Timothy P. Griffin,R,,False,False,False
H0407,Family and Children,Derived from LIS bill description,,,,,,,,,Andrew Rice,R,1.0,3.0,4.0,25.0,75.0,INSUFFICIENT DATA,2026 only,Andrew Rice,R,,False,False,False
H0394,Family and Children,Derived from LIS bill description,,,,,,,,,Karen Hamilton,R,32.0,21.0,53.0,60.37735849056604,39.62264150943396,MIXED,2026 only,Karen Hamilton,R,,False,False,False
H0389,Family and Children,Derived from LIS bill description,,,,,,,,,Nicole Cole,D,69.0,2.0,71.0,97.1830985915493,2.8169014084507045,YES,2026 only,Nicole Cole,D,,False,False,False
H0402,Family and Children,Derived from LIS bill description,,,,,,,,,Charlie Schmidt,D,64.0,2.0,66.0,96.96969696969697,3.0303030303030303,YES,2026 only,Charlie Schmidt,D,,False,False,False
H0386,Family and Children,Derived from LIS bill description,,,,,,,,,Jessica L. Anderson,D,62.0,2.0,64.0,96.875,3.125,YES,2026 only,Jessica L. Anderson,D,,False,False,False
H0396,Family and Children,Derived from LIS bill description,,,,,,,,,Leslie Chambers Mehta,D,62.0,2.0,64.0,96.875,3.125,YES,2026 only,Leslie Chambers Mehta,D,,False,False,False
H0387,Family and Children,Derived from LIS bill description,,,,,,,,,"Karen R. ""Kacey"" Carnegie",D,60.0,2.0,62.0,96.7741935483871,3.225806451612903,YES,2026 only,"Karen R. ""Kacey"" Carnegie",D,,False,False,False
H0405,Family and Children,Derived from LIS bill description,,,,,,,,,Garrett McGuire,D,59.0,2.0,61.0,96.72131147540983,3.278688524590164,YES,2026 only,Garrett McGuire,D,,False,False,False
H0392,Family and Children,Derived from LIS bill description,,,,,,,,,Mark C. Downey,D,58.0,2.0,60.0,96.66666666666667,3.3333333333333335,YES,2026 only,Mark C. Downey,D,,False,False,False
H0297,Family and Children,Derived from LIS bill description,,,,,,,,,Elizabeth R. Guzman,D,52.0,2.0,54.0,96.29629629629629,3.7037037037037033,YES,2026 only,Elizabeth R. Guzman,D,,False,False,False
H0403,Family and Children,Derived from LIS bill description,,,,,,,,,Gretchen M. Bulova,D,52.0,2.0,54.0,96.29629629629629,3.7037037037037033,YES,2026 only,Gretchen M. Bulova,D,,False,False,False
H0391,Family and Children,Derived from LIS bill description,,,,,,,,,Lindsey Dougherty,D,48.0,2.0,50.0,96.0,4.0,YES,2026 only,Lindsey Dougherty,D,,False,False,False
H0393,Family and Children,Derived from LIS bill description,,,,,,,,,Lily V. Franklin,D,46.0,2.0,48.0,95.83333333333334,4.166666666666666,YES,2026 only,Lily V. Franklin,D,,False,False,False
H0397,Family and Children,Derived from LIS bill description,,,,,,,,,May Nivar,D,46.0,2.0,48.0,95.83333333333334,4.166666666666666,YES,2026 only,May Nivar,D,,False,False,False
H0404,Family and Children,Derived from LIS bill description,,,,,,,,,Margaret A. Franklin,D,43.0,2.0,45.0,95.55555555555556,4.444444444444445,YES,2026 only,Margaret A. Franklin,D,,False,False,False
H0388,Family and Children,Derived from LIS bill description,,,,,,,,,Stacey Annie Carroll,D,41.0,2.0,43.0,95.34883720930233,4.651162790697675,YES,2026 only,Stacey Annie Carroll,D,,False,False,False
H0400,Family and Children,Derived from LIS bill description,,,,,,,,,Virgil Thornton,D,59.0,3.0,62.0,95.16129032258065,4.838709677419355,YES,2026 only,Virgil Thornton,D,,False,False,False
H0406,Family and Children,Derived from LIS bill description,,,,,,,,,Kirk McPike,D,29.0,2.0,31.0,93.54838709677419,6.451612903225806,YES,2026 only,Kirk McPike,D,,False,False,False
H0399,Family and Children,Derived from LIS bill description,,,,,,,,,Kimberly Pope Adams,D,45.0,6.0,51.0,88.23529411764706,11.76470588235294,YES,2026 only,Kimberly Pope Adams,D,,False,False,False
H0395,Family and Children,Derived from LIS bill description,,,,,,,,,John Chilton McAuliff,D,34.0,8.0,42.0,80.95238095238095,19.047619047619047,YES,2026 only,John Chilton McAuliff,D,,False,False,False
H0401,Family and Children,Derived from LIS bill description,,,,,,,,,Madison Whittle,R,55.0,13.0,68.0,80.88235294117648,19.11764705882353,YES,2026 only,Madison Whittle,R,,False,False,False
H0390,Family and Children,Derived from LIS bill description,,,,,,,,,Mitchell Cornett,R,49.0,25.0,74.0,66.21621621621621,33.78378378378378,YES,2026 only,Mitchell Cornett,R,,False,False,False
H0398,Family and Children,Derived from LIS bill description,,,,,,,,,Justin Pence,R,37.0,19.0,56.0,66.07142857142857,33.92857142857143,YES,2026 only,Justin Pence,R,,False,False,False
H0375,Firearms,Official LIS subject,,,,,,,,,Adele Y. McClure,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Adele Y. McClure,D,,False,False,False
H0311,Firearms,Official LIS subject,,,,,,,,,Alex Q. Askew,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Alex Q. Askew,D,,False,False,False
H0239,Firearms,Official LIS subject,,,,,,,,,Alfonso H. Lopez,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Alfonso H. Lopez,D,,False,False,False
H0371,Firearms,Official LIS subject,,,,,,,,,Amy J. Laufer,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Amy J. Laufer,D,,False,False,False
H0380,Firearms,Official LIS subject,,,,,,,,,Atoosa R. Reaser,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Atoosa R. Reaser,D,,False,False,False
H0212,Firearms,Official LIS subject,,,,,,,,,Betsy B. Carr,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Betsy B. Carr,D,,False,False,False
H0353,Firearms,Official LIS subject,,,,,,,,,Bonita G. Anthony,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Bonita G. Anthony,D,,False,False,False
H0343,Firearms,Official LIS subject,,,,,,,,,Briana D. Sewell,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Briana D. Sewell,D,,False,False,False
H0285,Firearms,Official LIS subject,,,,,,,,,"C.E. Cliff Hayes, Jr.",D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"C.E. Cliff Hayes, Jr.",D,,False,False,False
H0402,Firearms,Official LIS subject,,,,,,,,,Charlie Schmidt,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Charlie Schmidt,D,,False,False,False
H0208,Firearms,Official LIS subject,,,,,,,,,Charniele L. Herring,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Charniele L. Herring,D,,False,False,False
H0317,Firearms,Official LIS subject,,,,,,,,,Dan I. Helmer,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Dan I. Helmer,D,,False,False,False
H0301,Firearms,Official LIS subject,,,,,,,,,David A. Reid,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,David A. Reid,D,,False,False,False
H0361,Firearms,Official LIS subject,,,,,,,,,Debra D. Gardner,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Debra D. Gardner,D,,False,False,False
H0207,Firearms,Official LIS subject,,,,,,,,,Delores L. McQuinn,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Delores L. McQuinn,D,,False,False,False
H0372,Firearms,Official LIS subject,,,,,,,,,Destiny LeVere Bolling,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Destiny LeVere Bolling,D,,False,False,False
H0322,Firearms,Official LIS subject,,,,,,,,,Don Scott,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Don Scott,D,,False,False,False
H0334,Firearms,Official LIS subject,,,,,,,,,Elizabeth B. Bennett-Parker,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Elizabeth B. Bennett-Parker,D,,False,False,False
H0297,Firearms,Official LIS subject,,,,,,,,,Elizabeth R. Guzman,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Elizabeth R. Guzman,D,,False,False,False
H0405,Firearms,Official LIS subject,,,,,,,,,Garrett McGuire,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Garrett McGuire,D,,False,False,False
H0403,Firearms,Official LIS subject,,,,,,,,,Gretchen M. Bulova,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Gretchen M. Bulova,D,,False,False,False
H0351,Firearms,Official LIS subject,,,,,,,,,Holly M. Seibold,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Holly M. Seibold,D,,False,False,False
H0344,Firearms,Official LIS subject,,,,,,,,,Irene Shin,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Irene Shin,D,,False,False,False
H0385,Firearms,Official LIS subject,,,,,,,,,JJ Singh,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,JJ Singh,D,,False,False,False
H0349,Firearms,Official LIS subject,,,,,,,,,Jackie H. Glass,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Jackie H. Glass,D,,False,False,False
H0173,Firearms,Official LIS subject,,,,,,,,,Jeion A. Ward,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Jeion A. Ward,D,,False,False,False
H0386,Firearms,Official LIS subject,,,,,,,,,Jessica L. Anderson,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Jessica L. Anderson,D,,False,False,False
H0382,Firearms,Official LIS subject,,,,,,,,,Joshua E. Thomas,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Joshua E. Thomas,D,,False,False,False
H0314,Firearms,Official LIS subject,,,,,,,,,Joshua G. Cole,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Joshua G. Cole,D,,False,False,False
H0370,Firearms,Official LIS subject,,,,,,,,,Karen Keys-Gamarra,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Karen Keys-Gamarra,D,,False,False,False
H0387,Firearms,Official LIS subject,,,,,,,,,"Karen R. ""Kacey"" Carnegie",D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Karen R. ""Kacey"" Carnegie",D,,False,False,False
H0294,Firearms,Official LIS subject,,,,,,,,,Karrie K. Delaney,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Karrie K. Delaney,D,,False,False,False
H0305,Firearms,Official LIS subject,,,,,,,,,Kathy K.L. Tran,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kathy K.L. Tran,D,,False,False,False
H0354,Firearms,Official LIS subject,,,,,,,,,Katrina Callsen,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Katrina Callsen,D,,False,False,False
H0295,Firearms,Official LIS subject,,,,,,,,,Kelly K. Convirs-Fowler,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kelly K. Convirs-Fowler,D,,False,False,False
H0399,Firearms,Official LIS subject,,,,,,,,,Kimberly Pope Adams,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kimberly Pope Adams,D,,False,False,False
H0406,Firearms,Official LIS subject,,,,,,,,,Kirk McPike,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kirk McPike,D,,False,False,False
H0355,Firearms,Official LIS subject,,,,,,,,,Laura Jane Cohen,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Laura Jane Cohen,D,,False,False,False
H0396,Firearms,Official LIS subject,,,,,,,,,Leslie Chambers Mehta,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Leslie Chambers Mehta,D,,False,False,False
H0393,Firearms,Official LIS subject,,,,,,,,,Lily V. Franklin,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Lily V. Franklin,D,,False,False,False
H0391,Firearms,Official LIS subject,,,,,,,,,Lindsey Dougherty,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Lindsey Dougherty,D,,False,False,False
H0227,Firearms,Official LIS subject,,,,,,,,,Luke E. Torian,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Luke E. Torian,D,,False,False,False
H0284,Firearms,Official LIS subject,,,,,,,,,"Marcia S. ""Cia"" Price",D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Marcia S. ""Cia"" Price",D,,False,False,False
H0264,Firearms,Official LIS subject,,,,,,,,,Marcus B. Simon,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Marcus B. Simon,D,,False,False,False
H0404,Firearms,Official LIS subject,,,,,,,,,Margaret A. Franklin,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Margaret A. Franklin,D,,False,False,False
H0392,Firearms,Official LIS subject,,,,,,,,,Mark C. Downey,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Mark C. Downey,D,,False,False,False
H0374,Firearms,Official LIS subject,,,,,,,,,Marty Martinez,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Marty Martinez,D,,False,False,False
H0397,Firearms,Official LIS subject,,,,,,,,,May Nivar,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,May Nivar,D,,False,False,False
H0360,Firearms,Official LIS subject,,,,,,,,,Michael B. Feggans,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Michael B. Feggans,D,,False,False,False
H0340,Firearms,Official LIS subject,,,,,,,,,Michelle Lopes Maldonado,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Michelle Lopes Maldonado,D,,False,False,False
H0336,Firearms,Official LIS subject,,,,,,,,,Nadarius E. Clark,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Nadarius E. Clark,D,,False,False,False
H0389,Firearms,Official LIS subject,,,,,,,,,Nicole Cole,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Nicole Cole,D,,False,False,False
H0219,Firearms,Official LIS subject,,,,,,,,,Patrick A. Hope,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Patrick A. Hope,D,,False,False,False
H0281,Firearms,Official LIS subject,,,,,,,,,Paul E. Krizek,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Paul E. Krizek,D,,False,False,False
H0366,Firearms,Official LIS subject,,,,,,,,,Phil M. Hernandez,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Phil M. Hernandez,D,,False,False,False
H0356,Firearms,Official LIS subject,,,,,,,,,Rae Cousins,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Rae Cousins,D,,False,False,False
H0269,Firearms,Official LIS subject,,,,,,,,,"Richard C. ""Rip"" Sullivan, Jr.",D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Richard C. ""Rip"" Sullivan, Jr.",D,,False,False,False
H0327,Firearms,Official LIS subject,,,,,,,,,Rodney T. Willett,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Rodney T. Willett,D,,False,False,False
H0365,Firearms,Official LIS subject,,,,,,,,,"Rozia A. Henson, Jr.",D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Rozia A. Henson, Jr.",D,,False,False,False
H0266,Firearms,Official LIS subject,,,,,,,,,Sam Rasoul,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Sam Rasoul,D,,False,False,False
H0323,Firearms,Official LIS subject,,,,,,,,,Shelly A. Simonds,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Shelly A. Simonds,D,,False,False,False
H0388,Firearms,Official LIS subject,,,,,,,,,Stacey Annie Carroll,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Stacey Annie Carroll,D,,False,False,False
H0400,Firearms,Official LIS subject,,,,,,,,,Virgil Thornton,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Virgil Thornton,D,,False,False,False
H0108,Firearms,Official LIS subject,,,,,,,,,Vivian E. Watts,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Vivian E. Watts,D,,False,False,False
H0407,Firearms,Derived from LIS bill description,,,,,,,,,Andrew Rice,R,1.0,8.0,9.0,11.11111111111111,88.88888888888889,INSUFFICIENT DATA,2026 only,Andrew Rice,R,,False,False,False
H0345,Firearms,Official LIS subject,,,,,,,,,Anne Ferrell Tata,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Anne Ferrell Tata,R,,False,False,False
H0206,Firearms,Official LIS subject,,,,,,,,,Barry D. Knight,R,0.0,0.0,0.0,0.0,0.0,INSUFFICIENT DATA,2026 only,Barry D. Knight,R,,False,False,False
H0329,Firearms,Official LIS subject,,,,,,,,,Bill Wiley,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Bill Wiley,R,,False,False,False
H0321,Firearms,Official LIS subject,,,,,,,,,Chris S. Runion,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Chris S. Runion,R,,False,False,False
H0377,Firearms,Official LIS subject,,,,,,,,,Delores Oates,R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Delores Oates,R,,False,False,False
H0350,Firearms,Official LIS subject,,,,,,,,,Ellen H. McLaughlin,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Ellen H. McLaughlin,R,,False,False,False
H0384,Firearms,Official LIS subject,,,,,,,,,Eric Phillips,R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Eric Phillips,R,,False,False,False
H0383,Firearms,Official LIS subject,,,,,,,,,Eric R. Zehr,R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Eric R. Zehr,R,,False,False,False
H0347,Firearms,Official LIS subject,,,,,,,,,"H. Otto Wachsmann, Jr.",R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"H. Otto Wachsmann, Jr.",R,,False,False,False
H0369,Firearms,Official LIS subject,,,,,,,,,Hillary Pugh Kent,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Hillary Pugh Kent,R,,False,False,False
H0259,Firearms,Official LIS subject,,,,,,,,,"Hyland F. ""Buddy"" Fowler, Jr.",R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"Hyland F. ""Buddy"" Fowler, Jr.",R,,False,False,False
H0242,Firearms,Official LIS subject,,,,,,,,,Israel D. O'Quinn,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Israel D. O'Quinn,R,,False,False,False
H0262,Firearms,Official LIS subject,,,,,,,,,"James A. ""Jay"" Leftwich",R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"James A. ""Jay"" Leftwich",R,,False,False,False
H0224,Firearms,Official LIS subject,,,,,,,,,James W. Morefield,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,James W. Morefield,R,,False,False,False
H0333,Firearms,Official LIS subject,,,,,,,,,Jason S. Ballard,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Jason S. Ballard,R,,False,False,False
H0395,Firearms,Official LIS subject,,,,,,,,,John Chilton McAuliff,D,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,John Chilton McAuliff,D,,False,False,False
H0308,Firearms,Official LIS subject,,,,,,,,,Joseph P. McNamara,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Joseph P. McNamara,R,,False,False,False
H0398,Firearms,Official LIS subject,,,,,,,,,Justin Pence,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Justin Pence,R,,False,False,False
H0394,Firearms,Official LIS subject,,,,,,,,,Karen Hamilton,R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Karen Hamilton,R,,False,False,False
H0238,Firearms,Official LIS subject,,,,,,,,,M. Keith Hodges,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,M. Keith Hodges,R,,False,False,False
H0401,Firearms,Official LIS subject,,,,,,,,,Madison Whittle,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Madison Whittle,R,,False,False,False
H0247,Firearms,Official LIS subject,,,,,,,,,Michael J. Webert,R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Michael J. Webert,R,,False,False,False
